"code","label","level"
"08 87 23","Safety and Security Films",4
"08 87 23.13","Safety Films",5
"08 87 23.16","Security Films",5
"08 87 26","Bird Control Film",4
"08 87 33","Decorative Films",4
"08 88 00","Special Function Glazing",3
"08 88 13","Fire-Resistant Glazing",4
"08 88 19","Hurricane-Resistant Glazing",4
"08 88 23","Cable Suspended Glazing",4
"08 88 33","Transparent Mirrored Glazing",4
"08 88 36","Switchable Glass",4
"08 88 36.16","Electronically Controlled Switchable Glass",5
"08 88 39","Pressure-Resistant Glazing",4
"08 88 49","Radiation-Resistant Glazing",4
"08 88 53","Security Glazing",4
"08 88 56","Ballistics-Resistant Glazing",4
"08 90 00","Louvers and Vents",2
"08 91 00","Louvers",3
"08 91 13","Motorized Wall Louvers",4
"08 91 16","Operable Wall Louvers",4
"08 91 19","Fixed Louvers",4
"08 91 26","Door Louvers",4
"08 92 00","Louvered Equipment Enclosures",3
"08 95 00","Vents",3
"08 95 13","Soffit Vents",4
"08 95 16","Wall Vents",4
"08 95 33","Explosion Vents",4
"08 95 43","Flood Vents",4
"09 00 00","Finishes",1
"09 01 00","Maintenance of Finishes",3
"09 01 20","Maintenance of Plaster and Gypsum Board",4
"09 01 20.91","Plaster Restoration",5
"09 01 30","Maintenance of Tiling",4
"09 01 30.91","Tile Restoration",5
"09 01 50","Maintenance of Ceilings",4
"09 01 50.91","Ceiling Restoration",5
"09 01 60","Maintenance of Flooring",4
"09 01 60.91","Flooring Restoration",5
"09 01 70","Maintenance of Wall Finishes",4
"09 01 70.91","Wall Finish Restoration",5
"09 01 80","Maintenance of Acoustic Treatment",4
"09 01 90","Maintenance of Painting and Coating",4
"09 01 90.51","Paint Cleaning",5
"09 01 90.52","Maintenance Repainting",5
"09 01 90.53","Maintenance Coatings",5
"09 01 90.61","Repainting",5
"09 01 90.91","Paint Restoration",5
"09 01 90.92","Coating Restoration",5
"09 01 90.93","Paint Preservation",5
"09 03 00","Conservation Treatment of Period Finishes",3
"09 03 21","Conservation Treatment for Period Plaster Assemblies",4
"09 03 25","Conservation Treatment for Period Plastering",4
"09 03 25.23","Conservation Treatment for Period Lime-Based Plaster",5
"09 03 30","Conservation Treatment for Period Tile",4
"09 03 50","Conservation Treatment for Period Ceilings",4
"09 03 51","Conservation Treatment for Period Suspended Ceilings",4
"09 03 56","Conservation Treatment for Textured Ceilings",4
"09 03 56.16","Conservation Treatment for Period Metal-Panel Textured Ceilings",5
"09 03 60","Conservation Treatment for Period Flooring",4
"09 03 63","Conservation Treatment for Period Masonry Flooring",4
"09 03 63.13","Conservation Treatment for Period Brick Flooring",5
"09 03 63.40","Conservation Treatment for Period Stone Flooring",5
"09 03 64","Conservation Treatment for Period Wood Flooring",4
"09 03 64.29","Conservation Treatment for Period Wood Strip and Plank Flooring",5
"09 03 65","Conservation Treatment for Period Resilient Flooring",4
"09 03 65.16","Conservation Treatment for Period Resilient Sheet Flooring",5
"09 03 66","Conservation Treatment for Period Terrazzo Flooring",4
"09 03 70","Conservation Treatment for Period Wall Finishes",4
"09 03 72","Conservation Treatment for Period Wall Coverings",4
"09 03 90","Conservation Treatment for Period Painting and Coating",4
"09 03 91","Conservation Treatment for Period Painted Surfaces",4
"09 03 91.13","Conservation Treatment for Period Exterior Painting",5
"09 03 91.23","Conservation Treatment for Period Interior Painting",5
"09 05 00","Common Work Results for Finishes",3
"09 05 05","Selective Demolition for Finishes",4
"09 05 13","Common Finishes",4
"09 05 61","Common Work Results for Flooring Preparation",4
"09 05 61.13","Moisture Vapor Emission Control",5
"09 05 71","Acoustic Underlayment",4
"09 06 00","Schedules for Finishes",3
"09 06 00.13","Room Finish Schedule",5
"09 06 20","Schedules for Plaster and Gypsum Board",4
"09 06 30","Schedules for Tiling",4
"09 06 50","Schedules for Ceilings",4
"09 06 60","Schedules for Flooring",4
"09 06 70","Schedules for Wall Finishes",4
"09 06 80","Schedules for Acoustical Treatment",4
"09 06 90","Schedules for Painting and Coating",4
"09 06 90.13","Paint Schedule",5
"09 08 00","Commissioning of Finishes",3
"09 20 00","Plaster and Gypsum Board",2
"09 21 00","Plaster and Gypsum Board Assemblies",3
"09 21 13","Plaster Assemblies",4
"09 21 16","Gypsum Board Assemblies",4
"09 21 16.23","Gypsum Board Shaft Wall Assemblies",5
"09 21 16.33","Gypsum Board Area Separation Wall Assemblies",5
"09 22 00","Supports for Plaster and Gypsum Board",3
"09 22 13","Metal Furring",4
"09 22 13.13","Metal Channel Furring",5
"09 22 13.23","Resilient Channel Furring",5
"09 22 16","Non-Structural Metal Framing",4
"09 22 16.13","Non-Structural Metal Stud Framing",5
"09 22 26","Suspension Systems",4
"09 22 26.23","Metal Suspension Systems",5
"09 22 26.33","Plastic Suspension Systems",5
"09 22 36","Lath",4
"09 22 36.13","Gypsum Lath",5
"09 22 36.23","Metal Lath",5
"09 22 39","Veneer Plaster Base",4
"09 23 00","Gypsum Plastering",3
"09 23 13","Acoustical Gypsum Plastering",4
"09 23 82","Fireproof Gypsum Plastering",4
"09 24 00","Cement Plastering",3
"09 24 13","Adobe Finish",4
"09 24 23","Cement Stucco",4
"09 24 33","Cement Parging",4
"09 25 00","Other Plastering",3
"09 25 13","Acrylic Plastering",4
"09 25 13.13","Acrylic Plaster Finish",5
"09 25 23","Lime Based Plastering",4
"09 25 26","Natural Clay Plastering",4
"09 26 00","Veneer Plastering",3
"09 26 13","Gypsum Veneer Plastering",4
"09 27 00","Plaster Fabrications",3
"09 27 13","Glass-Fiber-Reinforced Gypsum Fabrications",4
"09 27 23","Simulated Plaster Fabrications",4
"09 28 00","Backing Boards and Underlayments",3
"09 28 13","Cementitious Backing Boards",4
"09 28 16","Glass-Mat Faced Gypsum Backing Boards",4
"09 28 19","Fibered Gypsum Backing Boards",4
"09 29 00","Gypsum Board",3
"09 29 82","Gypsum Board Fireproofing",4
"09 30 00","Tiling",2
"09 30 13","Ceramic Tiling",4
"09 30 16","Quarry Tiling",4
"09 30 19","Paver Tiling",4
"09 30 23","Glass Mosaic Tiling",4
"09 30 26","Plastic Tiling",4
"09 30 29","Metal Tiling",4
"09 30 33","Stone Tiling",4
"09 30 36","Concrete Tiling",4
"09 30 39","Brick Tiling",4
"09 31 00","Thin-Set Tiling",3
"09 31 13","Thin-Set Ceramic Tiling",4
"09 31 16","Thin-Set Quarry Tiling",4
"09 31 19","Thin-Set Paver Tiling",4
"09 31 23","Thin-Set Glass Mosaic Tiling",4
"09 31 26","Thin-Set Plastic Tiling",4
"09 31 29","Thin-Set Metal Tiling",4
"09 31 33","Thin-Set Stone Tiling",4
"09 31 36","Thin-Set Concrete Tiling",4
"09 32 00","Mortar-Bed Tiling",3
"09 32 13","Mortar-Bed Ceramic Tiling",4
"09 32 16","Mortar-Bed Quarry Tiling",4
"09 32 19","Mortar-Bed Paver Tiling",4
"09 32 23","Mortar-Bed Glass Mosaic Tiling",4
"09 32 26","Mortar-Bed Plastic Tiling",4
"09 32 29","Mortar-Bed Metal Tiling",4
"09 32 33","Mortar-Bed Stone Tiling",4
"09 32 36","Mortar-Bed Concrete Tiling",4
"09 33 00","Conductive Tiling",3
"09 33 13","Conductive Ceramic Tiling",4
"09 33 16","Conductive Quarry Tiling",4
"09 33 19","Conductive Paver Tiling",4
"09 33 23","Conductive Glass Mosaic Tiling",4
"09 33 26","Conductive Plastic Tiling",4
"09 33 29","Conductive Metal Tiling",4
"09 33 33","Conductive Stone Tiling",4
"09 33 36","Conductive Concrete Tiling",4
"09 34 00","Waterproofing-Membrane Tiling",3
"09 34 13","Waterproofing-Membrane Ceramic Tiling",4
"09 34 16","Waterproofing-Membrane Quarry Tiling",4
"09 34 19","Waterproofing-Membrane Paver Tiling",4
"09 34 23","Waterproofing-Membrane Glass Mosaic Tiling",4
"09 34 26","Waterproofing-Membrane Plastic Tiling",4
"09 34 29","Waterproofing-Membrane Metal Tiling",4
"09 34 33","Waterproofing-Membrane Stone Tiling",4
"09 34 36","Waterproofing-Membrane Concrete Tiling",4
"09 35 00","Chemical-Resistant Tiling",3
"09 35 13","Chemical-Resistant Ceramic Tiling",4
"09 35 16","Chemical-Resistant Quarry Tiling",4
"09 35 19","Chemical-Resistant Paver Tiling",4
"09 35 23","Chemical-Resistant Glass Mosaic Tiling",4
"09 35 26","Chemical-Resistant Plastic Tiling",4
"09 35 29","Chemical-Resistant Metal Tiling",4
"09 35 33","Chemical-Resistant Stone Tiling",4
"09 35 36","Chemical-Resistant Concrete Tiling",4
"09 50 00","Ceilings",2
"09 51 00","Acoustical Ceilings",3
"09 51 13","Acoustical Panel Ceilings",4
"09 51 14","Acoustical Fabric-Faced Panel Ceilings",4
"09 51 23","Acoustical Tile Ceilings",4
"09 51 26","Acoustical Wood Ceilings",4
"09 51 33","Acoustical Metal Pan Ceilings",4
"09 51 33.13","Acoustical Snap-in Metal Pan Ceilings",5
"09 51 53","Direct-Applied Acoustical Ceilings",4
"09 53 00","Acoustical Ceiling Suspension Assemblies",3
"09 53 13","Curved Profile Ceiling Suspension Assemblies",4
"09 53 23","Metal Acoustical Ceiling Suspension Assemblies",4
"09 53 33","Plastic Acoustical Ceiling Suspension Assemblies",4
"09 54 00","Specialty Ceilings",3
"09 54 13","Open Metal Mesh Ceilings",4
"09 54 16","Luminous Ceilings",4
"09 54 19","Mirror Panel Ceilings",4
"09 54 23","Linear Metal Ceilings",4
"09 54 26","Suspended Wood Ceilings",4
"09 54 29","Suspended Plastic Ceilings",4
"09 54 33","Decorative Panel Ceilings",4
"09 54 36","Suspended Decorative Grids",4
"09 54 43","Stretched-Fabric Ceiling Systems",4
"09 54 46","Fabric-Wrapped Ceiling Panels",4
"09 54 53","Fiberglass Reinforced Panel Ceilings",4
"09 56 00","Textured Ceilings",3
"09 56 13","Gypsum-Panel Textured Ceilings",4
"09 56 16","Metal-Panel Textured Ceilings",4
"09 57 00","Special Function Ceilings",3
"09 57 53","Security Ceiling Assemblies",4
"09 58 00","Integrated Ceiling Assemblies",3
"09 60 00","Flooring",2
"09 61 00","Flooring Treatment",3
"09 61 13","Slip-Resistant Flooring Treatment",4
"09 61 19","Concrete Floor Staining",4
"09 61 36","Static-Resistant Flooring Treatment",4
"09 62 00","Specialty Flooring",3
"09 62 13","Asphaltic Plank Flooring",4
"09 62 19","Laminate Flooring",4
"09 62 23","Bamboo Flooring",4
"09 62 26","Leather Flooring",4
"09 62 29","Cork Flooring",4
"09 62 35","Acid-Resistant Flooring",4
"09 62 48","Acoustic Flooring",4
"09 62 53","Synthetic Turf Flooring",4
"09 62 63","Metal Flooring",4
"09 62 63.13","Aluminum Flooring",5
"09 62 63.16","Stainless Steel Flooring",5
"09 62 83","Structural Glass Flooring",4
"09 63 00","Masonry Flooring",3
"09 63 13","Brick Flooring",4
"09 63 13.35","Chemical-Resistant Brick Flooring",5
"09 63 40","Stone Flooring",4
"09 63 43","Composition Stone Flooring",4
"09 64 00","Wood Flooring",3
"09 64 16","Wood Block Flooring",4
"09 64 19","Wood Composition Flooring",4
"09 64 23","Wood Parquet Flooring",4
"09 64 23.13","Acrylic-Impregnated Wood Parquet Flooring",5
"09 64 29","Wood Strip and Plank Flooring",4
"09 64 33","Laminated Wood Flooring",4
"09 64 53","Resilient Wood Flooring Assemblies",4
"09 64 66","Wood Athletic Flooring",4
"09 65 00","Resilient Flooring",3
"09 65 13","Resilient Base and Accessories",4
"09 65 13.13","Resilient Base",5
"09 65 13.23","Resilient Stair Treads and Risers",5
"09 65 13.26","Resilient Stair Nosings",5
"09 65 13.33","Resilient Accessories",5
"09 65 13.36","Resilient Carpet Transitions",5
"09 65 16","Resilient Sheet Flooring",4
"09 65 16.23","Vinyl Sheet Flooring",5
"09 65 16.33","Rubber Sheet Flooring",5
"09 65 16.43","PVC-Free Sheet Flooring",5
"09 65 19","Resilient Tile Flooring",4
"09 65 19.19","Vinyl Composition Tile Flooring",5
"09 65 19.23","Vinyl Tile Flooring",5
"09 65 19.33","Rubber Tile Flooring",5
"09 65 19.43","Polyester Composition Tile Flooring",5
"09 65 33","Conductive Resilient Flooring",4
"09 65 36","Static-Control Resilient Flooring",4
"09 65 36.13","Static-Dissipative Resilient Flooring",5
"09 65 36.16","Static-Resistant Resilient Flooring",5
"09 65 43","Linoleum Flooring",4
"09 65 66","Resilient Athletic Flooring",4
"09 66 00","Terrazzo Flooring",3
"09 66 13","Portland Cement Terrazzo Flooring",4
"09 66 13.13","Sand Cushion Terrazzo Flooring",5
"09 66 13.16","Monolithic Terrazzo Flooring",5
"09 66 13.19","Bonded Terrazzo Flooring",5
"09 66 13.23","Palladina Terrazzo Flooring",5
"09 66 13.26","Rustic Terrazzo Flooring",5
"09 66 13.33","Structural Terrazzo Flooring",5
"09 66 16","Terrazzo Floor Tile",4
"09 66 16.13","Portland Cement Terrazzo Floor Tile",5
"09 66 16.16","Plastic-Matrix Terrazzo Floor Tile",5
"09 66 23","Resinous Matrix Terrazzo Flooring",4
"09 66 23.13","Polyacrylate Modified Cementitious Terrazzo Flooring",5
"09 66 23.16","Epoxy-Resin Terrazzo Flooring",5
"09 66 23.19","Polyester-Resin Terrazzo Flooring",5
"09 66 33","Conductive Terrazzo Flooring",4
"09 66 33.13","Conductive Epoxy-Resin Terrazzo",5
"09 66 33.16","Conductive Polyester-Resin Terrazzo Flooring",5
"09 66 33.19","Conductive Plastic-Matrix Terrazzo Flooring",5
"09 67 00","Fluid-Applied Flooring",3
"09 67 13","Elastomeric Liquid Flooring",4
"09 67 13.33","Conductive Elastomeric Liquid Flooring",5
"09 67 16","Epoxy-Marble Chip Flooring",4
"09 67 19","Magnesium-Oxychloride Flooring",4
"09 67 23","Resinous Flooring",4
"09 67 26","Quartz Flooring",4
"09 67 66","Fluid-Applied Athletic Flooring",4
"09 68 00","Carpeting",3
"09 68 13","Tile Carpeting",4
"09 68 16","Sheet Carpeting",4
"09 69 00","Access Flooring",3
"09 69 13","Rigid-Grid Access Flooring",4
"09 69 16","Snap-on Stringer Access Flooring",4
"09 69 19","Stringerless Access Flooring",4
"09 69 33","Low-Profile Fixed Height Access Flooring",4
"09 69 53","Access Flooring Accessories",4
"09 69 56","Access Flooring Stairs and Stringers",4
"09 70 00","Wall Finishes",2
"09 72 00","Wall Coverings",3
"09 72 13","Cork Wall Coverings",4
"09 72 16","Vinyl-Coated Fabric Wall Coverings",4
"09 72 16.13","Flexible Vinyl Wall Coverings",5
"09 72 16.16","Rigid-Sheet Vinyl Wall Coverings",5
"09 72 19","Textile Wall Coverings",4
"09 72 23","Wallpapering",4
"09 73 00","Wall Carpeting",3
"09 74 00","Flexible Wood Sheets",3
"09 74 13","Wood Wall Coverings",4
"09 74 16","Flexible Wood Veneers",4
"09 75 00","Stone Facing",3
"09 75 13","Stone Wall Facing",4
"09 75 19","Stone Trim",4
"09 75 19.13","Stone Base",5
"09 75 19.23","Stone Window Stools",5
"09 75 23","Simulated Stone Wall Facing",4
"09 76 00","Plastic Blocks",3
"09 77 00","Special Wall Surfacing",3
"09 77 13","Stretched-Fabric Wall Systems",4
"09 77 23","Fabric-Wrapped Panels",4
"09 77 33","Terrazzo Wall Finish",4
"09 77 53","Vegetated Wall Systems",4
"09 78 00","Interior Wall Paneling",3
"09 78 13","Metal Interior Wall Paneling",4
"09 78 16","Stone-Faced Interior Wall Paneling",4
"09 78 19","Cementitious Interior Wall Paneling",4
"09 78 23","Phenolic Interior Wall Paneling",4
"09 80 00","Acoustic Treatment",2
"09 81 00","Acoustic Insulation",3
"09 81 13","Acoustic Board Insulation",4
"09 81 16","Acoustic Blanket Insulation",4
"09 81 29","Sprayed Acoustic Insulation",4
"09 83 00","Acoustic Finishes",3
"09 83 13","Acoustic Wall Coating",4
"09 83 16","Acoustic Ceiling Coating",4
"09 83 22","Acoustic Drapery",4
"09 84 00","Acoustic Room Components",3
"09 84 13","Fixed Sound-Absorptive Panels",4
"09 84 14","Acoustic Stretched-Fabric Wall Systems",4
"09 84 16","Fixed Sound-Reflective Panels",4
"09 84 23","Moveable Sound-Absorptive Panels",4
"09 84 26","Moveable Sound-Reflective Panels",4
"09 84 33","Sound-Absorbing Wall Units",4
"09 84 36","Sound-Absorbing Ceiling Units",4
"09 90 00","Painting and Coating",2
"09 91 00","Painting",3
"09 91 13","Exterior Painting",4
"09 91 23","Interior Painting",4
"09 93 00","Staining and Transparent Finishing",3
"09 93 13","Exterior Staining and Finishing",4
"09 93 13.13","Exterior Staining",5
"09 93 13.53","Exterior Finishing",5
"09 93 23","Interior Staining and Finishing",4
"09 93 23.13","Interior Staining",5
"09 93 23.53","Interior Finishing",5
"09 94 00","Decorative Finishing",3
"09 94 13","Textured Finishing",4
"09 94 16","Faux Finishing",4
"09 94 19","Multicolor Interior Finishing",4
"09 94 23","Gilding",4
"09 96 00","High-Performance Coatings",3
"09 96 13","Abrasion-Resistant Coatings",4
"09 96 23","Graffiti-Resistant Coatings",4
"09 96 26","Marine Coatings",4
"09 96 33","High-Temperature-Resistant Coatings",4
"09 96 35","Chemical-Resistant Coatings",4
"09 96 43","Fire-Retardant Coatings",4
"09 96 46","Intumescent Painting",4
"09 96 53","Elastomeric Coatings",4
"09 96 56","Epoxy Coatings",4
"09 96 59","High-Build Glazed Coatings",4
"09 96 63","Textured Plastic Coatings",4
"09 96 66","Aggregate Wall Coatings",4
"09 97 00","Special Coatings",3
"09 97 13","Steel Coatings",4
"09 97 13.13","Interior Steel Coatings",5
"09 97 13.23","Exterior Steel Coatings",5
"09 97 13.24","Steel Water Storage Tank Painting",5
"09 97 23","Concrete and Masonry Coatings",4
"09 97 23.24","Concrete Water Storage Tank Painting",5
"09 97 26","Cementitious Coatings",4
"09 97 26.13","Interior Cementitious Coatings",5
"09 97 26.23","Exterior Cementitious Coatings",5
"09 97 35","Dry Erase Coatings",4
"10 00 00","Specialties",1
"10 01 00","Operation and Maintenance of Specialties",3
"10 01 10","Operation and Maintenance of Information Specialties",4
"10 01 20","Operation and Maintenance of Interior Specialties",4
"10 01 30","Operation and Maintenance of Fireplaces and Stoves",4
"10 01 40","Operation and Maintenance of Safety Specialties",4
"10 01 50","Operation and Maintenance of Storage Specialties",4
"10 01 70","Operation and Maintenance of Exterior Specialties",4
"10 01 80","Operation and Maintenance of Other Specialties",4
"10 05 00","Common Work Results for Specialties",3
"10 05 05","Selective Demolition for Specialties",4
"10 06 00","Schedules for Specialties",3
"10 06 10","Schedules for Information Specialties",4
"10 06 10.13","Exterior Signage Schedule",5
"10 06 10.16","Interior Signage Schedule",5
"10 06 20","Schedules for Interior Specialties",4
"10 06 20.13","Toilet, Bath, and Laundry Accessory Schedule",5
"10 06 30","Schedules for Fireplaces and Stoves",4
"10 06 40","Schedules for Safety Specialties",4
"10 06 50","Schedules for Storage Specialties",4
"10 06 70","Schedules for Exterior Specialties",4
"10 06 80","Schedules for Other Specialties",4
"10 08 00","Commissioning of Specialties",3
"10 10 00","Information Specialties",2
"10 11 00","Visual Display Units",3
"10 11 13","Chalkboards",4
"10 11 13.13","Fixed Chalkboards",5
"10 11 13.23","Modular-Support-Mounted Chalkboards",5
"10 11 13.33","Rail-Mounted Chalkboards",5
"10 11 13.43","Portable Chalkboards",5
"10 11 16","Markerboards",4
"10 11 16.13","Fixed Markerboards",5
"10 11 16.23","Modular-Support-Mounted Markerboards",5
"10 11 16.33","Rail-Mounted Markerboards",5
